#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-03-31T19:04:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5abfdb1b1d11f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:B/ocl&tab:{B/ocl/clusters}&key:source=B/ocl/clusters&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/ocl/clusters
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=Age
#

#RESOURCE=yCat_102022
#Name: B/ocl
#Title: Optically visible open clusters and Candidates (Dias+ 2002-2015)
#Coosys	G:	galactic
#Table	B_ocl_clusters:
#Name: B/ocl/clusters
#Title: The Catalogue Data File (V3.5)
#Column	_Glon	(F7.3)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F7.3)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A8)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I5)	[25/15000]? Distance from WEBDA [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
#Column	Age	(F6.3)	[6/10.1]? Age (in log t)	[ucd=time.age]
_Glon	_Glat	Cluster	RAJ2000	DEJ2000	Dist	Age
224.206	 +0.320	FSR 1183         	07 13 22	-09 52 18	 1634	 8.585
224.768	 +0.068	NGC 2351         	07 13 31	-10 29 12	 1882	 8.380
238.368	 -6.792	NGC 2354         	07 14 10	-25 41 24	 1750	 9.180
220.597	 +2.487	FSR 1153         	07 14 22	-05 40 14	 3095	 8.065
224.685	 +0.384	NGC 2353         	07 14 30	-10 16 00	 1170	 8.100
234.317	 -4.637	ASCC 36          	07 14 31	-21 07 12	  750	 8.510
243.569	 -9.185	Ruprecht 14      	07 14 55	-31 22 00	 4023	 9.060
242.989	 -8.802	Collinder 132    	07 15 20	-30 41 00	  472	 7.080
227.492	 -0.566	Berkeley 36      	07 16 24	-13 11 35	 6140	 9.500
257.921	-15.378	Alessi 3         	07 16 29	-46 41 06	  288	 8.700
231.025	 -2.280	NGC 2358         	07 16 56	-17 07 00	  630	 8.720
203.390	+11.803	NGC 2355         	07 16 59	+13 45 00	 1949	 8.900
247.338	-10.500	ESO 367 10       	07 17 05	-35 16 48	 3027	 8.315
228.256	 -0.776	Basel 11a        	07 17 06	-13 58 00	 1520	 8.300
248.765	-11.132	Collinder 135    	07 17 17	-36 49 00	  316	 7.407
229.807	 -1.426	NGC 2360         	07 17 43	-15 38 30	 1120	 8.800
237.690	 -5.454	ASCC 37          	07 18 04	-24 28 48	 1600	 8.730
232.462	 -2.726	ESO 559 02       	07 18 05	-18 35 42	     	
231.635	 -2.187	Teutsch 49       	07 18 28	-17 36 47	 3840	 8.900
232.312	 -2.530	Majaess 86       	07 18 31	-18 22 15	     	
238.179	 -5.548	NGC 2362         	07 18 41	-24 57 18	 1480	 6.700
235.620	 -4.107	Bica 4           	07 19 07	-22 01 40	 3930	 7.800
233.544	 -2.903	Ruprecht 15      	07 19 33	-19 38 00	 3416	 8.700
235.596	 -3.837	NGC 2367         	07 20 06	-21 52 54	 1400	 6.700
227.860	 +0.258	Haffner 6        	07 20 06	-13 08 00	 3054	 8.826
217.230	 +5.935	Berkeley 37      	07 20 24	-01 06 00	 5250	 8.800
223.003	 +3.020	NGC 2364         	07 20 46	-07 33 00	 1919	 8.300
233.703	 -2.632	FSR 1255         	07 20 53	-19 38 51	 1023	 8.495
214.689	 +7.386	Saurer 1         	07 20 56	+01 48 29	13200	 9.700
236.562	 -4.122	Juchert 12       	07 20 57	-22 52 00	 2128	 7.850
219.253	 +5.181	Berkeley 77      	07 21 27	-03 14 01	 4630	 8.800
217.288	 +6.295	King 23          	07 21 47	-00 59 06	 3113	 8.950
224.414	 +2.627	Wit 3            	07 22 02	-08 58 46	     	
242.673	 -6.804	Haffner 7        	07 22 55	-29 30 00	 4500	 9.180
233.788	 -2.055	Ruprecht 16      	07 23 13	-19 27 05	 2160	 8.200
227.533	 +1.344	Haffner 8        	07 23 24	-12 20 00	 2380	 8.500
237.128	 -3.731	Ruprecht 17      	07 23 36	-23 11 00	 1263	 8.325
211.785	 +9.599	Berkeley 78      	07 23 38	+05 22 15	 4800	 9.450
228.415	 +1.020	NGC 2374         	07 23 56	-13 15 48	 1468	 8.463
239.590	 -4.899	Majaess 88       	07 24 07	-25 53 56	     	
238.480	 -4.283	Ivanov 6         	07 24 14	-24 38 00	  442	 7.200
244.930	 -7.591	Collinder 140    	07 24 27	-31 51 00	  405	 7.548
238.478	 -4.179	Majaess 89       	07 24 38	-24 34 59	     	
239.928	 -4.941	Ruprecht 18      	07 24 39	-26 13 00	 1056	 7.648
235.270	 -2.461	NGC 2383         	07 24 40	-20 56 54	 3400	 8.450
231.796	 -0.587	Haffner 9        	07 24 42	-17 00 10	 1900	 8.150
238.411	 -4.114	Majaess 90       	07 24 45	-24 29 34	     	
235.390	 -2.393	NGC 2384         	07 25 10	-21 01 18	 3070	 7.150
235.961	 -2.518	Ruprecht 19      	07 25 51	-21 35 00	 1797	 8.000
235.634	 -2.281	FSR 1270         	07 26 05	-21 11 03	 1607	 8.700
230.279	 +0.622	Waterloo 7       	07 26 08	-15 05 36	 2800	
233.233	 -0.934	FSR 1253         	07 26 17	-18 25 55	 2640	 8.400
259.559	-14.244	Melotte 66       	07 26 23	-47 40 00	 4700	 9.530
238.331	 -3.641	Trumpler 6       	07 26 25	-24 12 00	 2083	 8.650
242.451	 -5.752	Ruprecht 20      	07 26 43	-28 49 00	 1208	 8.500
244.580	 -6.814	Ruprecht 21      	07 26 56	-31 11 00	 3894	 8.650
250.278	 -9.708	DC 3             	07 27 00	-37 31 16	 4317	 9.260
221.980	 +5.365	ASCC 38          	07 27 11	-05 33 00	  500	 8.600
204.605	+13.988	NGC 2395         	07 27 12	+13 36 30	  512	 9.070
238.213	 -3.332	Trumpler 7       	07 27 22	-23 57 00	 1474	 7.430
227.523	 +2.627	NGC 2396         	07 28 00	-11 43 00	  588	
236.396	 -2.159	FSR 1275         	07 28 06	-21 47 46	 3750	 9.400
230.798	 +0.935	Czernik 29       	07 28 18	-15 24 00	 3000	 8.450
230.817	 +1.007	Haffner 10       	07 28 36	-15 23 00	 3700	 9.300
210.783	+11.469	NGC 2394         	07 28 36	+07 05 12	  940	 8.950
235.609	 -1.573	ESO 559 13       	07 28 42	-20 49 30	 2749	 9.000
233.432	 -0.326	Haffner 24       	07 28 56	-18 19 00	 2936	 7.900
243.043	 -5.426	Ruprecht 22      	07 29 18	-29 11 00	 1609	 9.030
229.665	 +1.854	NGC 2401         	07 29 24	-13 58 00	 5888	 7.800
233.755	 -0.187	Mayer 3          	07 30 06	-18 32 00	 2494	 7.100
206.508	+13.901	Dolidze 26       	07 30 06	+11 54 00	 2070	 8.475
231.397	 +1.130	Waterloo 8       	07 30 12	-15 50 00	     	
238.082	 -2.405	Ruprecht 23      	07 30 39	-23 23 36	 3060	 8.780
230.983	 +1.484	Ivanov 7         	07 30 40	-15 18 00	 2299	 8.550
232.454	 +0.770	Bochum 5         	07 31 00	-16 56 00	  872	 7.545
231.154	 +1.528	FSR 1234         	07 31 10	-15 25 46	 1706	 8.440
226.369	 +4.173	Czernik 30       	07 31 18	-09 58 00	 9120	 9.400
232.753	 +0.774	Bochum 4         	07 31 37	-17 11 36	 2291	 7.000
229.861	 +2.434	FSR 1227         	07 31 53	-13 51 36	 4500	 8.975
228.898	 +2.960	Ruprecht 24      	07 31 53	-12 45 49	 1983	 7.780
234.745	 -0.218	Bochum 6         	07 32 00	-19 25 00	 3981	 7.000
237.953	 -1.719	ASCC 39          	07 33 00	-22 57 00	 1500	 8.710
229.601	 +2.918	NGC 2413         	07 33 07	-13 24 00	  440	 8.460
231.412	 +1.946	NGC 2414         	07 33 12	-15 27 12	 3455	 6.976
242.593	 -4.161	ESO 429 02       	07 33 24	-28 11 15	 1670	 8.600
235.875	 -0.448	Ruprecht 40      	07 33 28	-20 31 00	 1836	 8.265
229.974	 +2.847	ASCC 40          	07 33 36	-13 45 36	  700	 8.580
232.024	 +1.979	FSR 1243         	07 34 33	-15 58 22	 4336	 6.700
235.375	 +0.151	Teutsch 61       	07 34 40	-19 47 23	 1920	 6.950
242.389	 -3.520	Haffner 11       	07 35 30	-27 41 59	 5800	 8.900
236.271	 +0.069	NGC 2421         	07 36 13	-20 36 42	 2200	 7.900
230.958	 +3.130	NGC 2422         	07 36 35	-14 29 00	  490	 7.861
238.754	 -1.169	Ruprecht 25      	07 36 47	-23 23 00	 3585	 8.895
236.269	 +0.275	Czernik 31       	07 36 59	-20 30 35	 3200	 8.200
246.501	 -5.401	ESO 429 05       	07 37 02	-32 11 54	 3596	 9.100
230.484	 +3.537	NGC 2423         	07 37 06	-13 52 18	  766	 8.867
232.061	 +2.683	Ruprecht 26      	07 37 11	-15 39 47	 1820	 8.600
241.423	 -2.555	Alessi 18        	07 37 11	-26 23 18	 6287	 9.010
228.949	 +4.498	Melotte 71       	07 37 30	-12 04 00	 3154	 8.371
241.601	 -2.526	Ruprecht 27      	07 37 41	-26 31 46	 1490	 8.950
249.986	 -7.130	BH 4             	07 37 44	-36 04 00	     	
231.504	 +3.297	NGC 2425         	07 38 17	-14 52 42	 3550	 9.340
198.107	+19.634	NGC 2420         	07 38 23	+21 34 24	 2480	 9.300
227.841	 +5.361	Melotte 72       	07 38 24	-10 41 00	 3981	 8.780
248.125	 -5.876	Arp Madore 2     	07 38 46	-33 50 36	13341	 9.335
227.831	 +5.619	Collinder 467    	07 39 18	-10 33 00	     	
233.071	 +2.714	NGC 2428         	07 39 21	-16 31 42	 2100	 8.680
245.657	 -4.310	Ruprecht 28      	07 39 36	-30 56 00	 4712	 8.760
232.908	 +2.897	NGC 2430         	07 39 41	-16 17 48	  650	 8.680
242.494	 -2.499	ESO 493 03       	07 39 45	-27 17 36	 1400	 8.600
247.988	 -5.483	Bochum 15        	07 40 06	-33 32 00	 2806	 6.742
143.625	+29.466	NGC 2408         	07 40 09	+71 39 18	 1133	 9.480
245.009	 -3.725	Haffner 13       	07 40 30	-30 05 00	  714	
246.442	 -4.467	NGC 2439         	07 40 45	-31 41 36	 1300	 7.000
235.471	 +1.778	NGC 2432         	07 40 53	-19 04 36	 1900	 8.700
245.648	 -3.927	ESO 429 13       	07 41 08	-30 44 18	 1606	 9.020
240.104	 -0.744	Ruprecht 29      	07 41 18	-24 21 00	 2312	 8.600
233.058	 +3.258	Ruprecht 151     	07 41 18	-16 15 00	 2100	 8.490
231.858	 +4.064	NGC 2437         	07 41 46	-14 48 36	 1510	 8.400
250.088	 -5.974	Ruprecht 31      	07 42 58	-35 35 50	  930	 9.000
252.575	 -7.299	NGC 2451A        	07 43 12	-38 24 00	  189	 7.780
249.373	 -5.244	ESO 368 11       	07 44 22	-34 37 07	 1490	 9.000
252.051	 -6.726	NGC 2451B        	07 44 27	-37 40 00	  302	 7.648
240.039	 +0.135	NGC 2447         	07 44 30	-23 51 24	 1037	 8.588
240.759	 -0.264	NGC 2448         	07 44 34	-24 40 48	 1040	 7.190
243.985	 -2.051	Haffner 14       	07 44 51	-28 22 00	 3483	 8.350
241.566	 -0.573	Ruprecht 32      	07 45 10	-25 32 00	 5346	 7.080
247.952	 -4.158	Haffner 15       	07 45 32	-32 51 00	 3500	 7.300
260.195	-10.870	ESO 258 01       	07 45 47	-46 42 48	 1031	 8.705
237.202	 +2.157	Ruprecht 34      	07 45 56	-20 23 24	 2630	 9.000
238.557	 +1.381	Ruprecht 33      	07 45 58	-21 57 00	 1558	 8.810
246.662	 -3.246	Ruprecht 35      	07 46 14	-31 16 48	 3910	 8.600
223.461	+10.094	Berkeley 39      	07 46 42	-04 36 00	 4780	 9.900
219.353	+12.353	Herschel 1       	07 47 02	+00 01 06	  370	 8.440
248.214	 -3.941	ESO 368 14       	07 47 03	-32 58 06	 4230	 8.800
248.215	 -3.942	FSR 1343         	07 47 03	-32 58 12	     	
243.275	 -0.940	NGC 2453         	07 47 35	-27 11 42	 2150	 7.187
242.593	 -0.334	Ruprecht 36      	07 48 23	-26 18 00	 1681	 7.606
243.993	 -1.137	Teutsch 25       	07 48 27	-27 54 51	 1980	 9.000
243.183	 -0.606	AH03 J0748 26.9  	07 48 40	-26 56 48	 4440	 7.800
243.219	 -0.619	FSR 1315         	07 48 42	-26 59 05	 2255	 8.700
238.354	 +2.320	NGC 2455         	07 49 01	-21 18 06	 2650	 8.260
242.076	 +0.231	FSR 1308         	07 49 23	-25 34 07	     	
256.948	 -8.373	ESO 311 14       	07 49 24	-42 42 18	 1613	 9.000
234.940	 +4.527	Ruprecht 37      	07 49 48	-17 14 47	 5250	 9.480
242.097	 +0.467	Haffner 16       	07 50 20	-25 28 00	 3165	 7.078
237.564	 +3.186	Ruprecht 38      	07 50 30	-20 11 00	 2928	 8.730
245.886	 -1.730	Czernik 32       	07 50 30	-29 50 45	 4100	 9.000
239.316	 +2.320	FSR 1294         	07 51 07	-22 07 50	 2121	 9.215
247.705	 -2.527	Haffner 17       	07 51 37	-31 49 00	 2880	 7.700
244.584	 -0.546	SAI 81           	07 52 07	-28 07 21	 2770	 9.200
253.563	 -5.838	NGC 2477         	07 52 10	-38 31 48	 1341	 8.850
248.826	 -3.039	SAI 82           	07 52 14	-33 02 27	 1150	 8.650
239.733	 +2.396	Ruprecht 39      	07 52 19	-22 27 00	 4591	 9.005
243.172	 +0.378	NGC 2467         	07 52 26	-26 26 12	 1355	 7.103
273.099	-16.273	ESO 123 26       	07 52 30	-60 19 48	  550	 8.330
243.151	 +0.447	Haffner 18       	07 52 39	-26 23 00	 6028	 6.893
243.081	 +0.524	Haffner 19       	07 52 47	-26 17 00	 6400	 6.650
266.455	-12.847	Alessi Teutsch 3 	07 53 01	-53 02 42	  800	 8.570
244.736	 -0.385	ASCC 43          	07 53 06	-28 10 12	 1000	 8.280
243.779	 +0.370	Ruprecht 41      	07 53 48	-26 57 40	 3150	 8.840
253.540	 -5.301	Ruprecht 152     	07 54 28	-38 14 14	 8020	 8.780
235.984	 +5.381	NGC 2479         	07 55 06	-17 42 36	 1585	 9.000
242.562	 +1.443	Waterloo 3       	07 55 06	-25 21 54	 5200	
241.626	 +2.035	NGC 2482         	07 55 12	-24 15 30	 1194	 8.650
244.791	 +0.239	NGC 2483         	07 55 39	-27 53 42	 1659	 7.089
243.072	 +1.285	Trumpler 9       	07 55 40	-25 53 00	 2289	 8.001
246.713	 -0.773	NGC 2489         	07 56 15	-30 03 48	 3957	 7.264
246.972	 -0.931	Haffner 20       	07 56 15	-30 22 00	 3117	 8.121
243.326	 +1.639	Ruprecht 42      	07 57 36	-25 55 00	 5457	 8.600
246.246	 -0.043	Turner 12        	07 58 00	-29 17 06	 4499	 8.490
273.816	-15.856	NGC 2516         	07 58 04	-60 45 12	  409	 8.052
250.966	 -2.841	Kronberger 85    	07 58 22	-34 46 09	 8500	 8.800
245.930	 +0.347	Ruprecht 43      	07 58 46	-28 48 40	 1300	 8.470
245.746	 +0.482	Ruprecht 44      	07 58 51	-28 35 00	 4730	 6.941
244.943	 +1.084	ESO 494 09       	07 59 16	-27 35 06	 1212	 7.800
240.776	 +3.655	ESO 561 05       	07 59 19	-22 41 30	 3677	 8.350
235.322	 +7.028	Ruprecht 45      	07 59 36	-16 18 00	 1888	 9.300
230.564	 +9.935	NGC 2506         	08 00 01	-10 46 12	 3750	 9.000
247.360	 -0.139	Ruprecht 153     	08 00 19	-30 17 00	 1848	 8.650
237.840	 +5.848	NGC 2509         	08 00 48	-19 03 06	  912	 9.900
244.850	 +1.633	Haffner 21       	08 01 09	-27 13 00	 2951	 7.920
257.152	 -5.847	ESO 311 21       	08 01 42	-41 35 57	 2330	10.100
259.581	 -7.302	Ruprecht 154     	08 01 46	-44 25 00	 1783	 9.350
264.923	-10.444	Alessi 34        	08 01 48	-50 33 30	 1100	 7.890
248.252	 -0.188	Ruprecht 47      	08 02 19	-31 04 00	 3006	 7.890
247.168	 +0.512	ESO 430 09       	08 02 24	-29 46 36	 2273	 8.500
249.131	 -0.638	Ruprecht 48      	08 02 43	-32 03 02	 3030	 8.600
261.375	 -8.163	Collinder 173    	08 02 49	-46 23 00	  421	 7.142
244.716	 +2.268	Ruprecht 49      	08 03 15	-26 46 00	 1823	 7.930
248.212	 +0.124	Ruprecht 50      	08 03 27	-30 52 00	 1834	 8.775
248.048	 +0.270	Ruprecht 51      	08 03 37	-30 39 00	 2514	 9.000
248.705	 -0.144	ESO 430 14       	08 03 37	-31 25 36	 2860	 7.210
246.087	 +1.855	NGC 2527         	08 04 58	-28 08 48	  601	 8.649
249.201	 -0.088	Ruprecht 155     	08 05 05	-31 49 00	 2311	 8.570
249.335	 -0.157	Ruprecht 52      	08 05 09	-31 58 00	 2177	 8.200
248.579	 +0.759	ESO 430 18       	08 06 52	-30 50 12	  830	 9.050
247.800	 +1.310	NGC 2533         	08 07 04	-29 53 00	 1700	 8.840
249.879	 -0.018	BH 19            	08 07 05	-32 21 00	 3050	 8.450
253.018	 -2.012	Teutsch 50       	08 07 09	-36 04 08	 3240	 9.480
253.593	 -2.117	SAI 86           	08 08 15	-36 36 33	 3030	 8.600
262.803	 -7.686	Pozzo 1          	08 09 32	-47 20 12	  336	
264.465	 -8.597	NGC 2547         	08 10 09	-49 12 54	  361	 7.585
233.705	+11.112	NGC 2539         	08 10 37	-12 49 06	 1363	 8.570
252.190	 -0.627	FSR 1363         	08 10 39	-34 37 19	 2391	 8.500
244.991	 +4.125	Ruprecht 53      	08 10 54	-26 00 00	 1700	 8.590
256.744	 -3.491	FSR 1380         	08 11 05	-39 59 51	 2290	 8.650
250.032	 +0.959	Ruprecht 54      	08 11 21	-31 56 50	 5470	 8.900
254.855	 -1.986	NGC 2546         	08 12 15	-37 35 42	  919	 7.874
250.691	 +0.804	Ruprecht 55      	08 12 27	-32 35 00	 4600	 7.000
246.775	 +3.377	Haffner 22       	08 12 27	-27 54 00	 3050	 9.400
257.291	 -3.513	Ruprecht 56      	08 12 33	-40 28 00	  410	 8.700
258.522	 -4.224	SAI 88           	08 12 58	-41 53 01	 8240	 9.000
227.872	+15.393	NGC 2548         	08 13 43	-05 45 00	  770	 8.600
254.081	 -0.959	BH 23            	08 14 24	-36 23 00	  480	 8.400
250.436	 +1.565	Ruprecht 58      	08 14 47	-31 57 00	 2229	 8.850
246.316	 +4.378	Ruprecht 57      	08 15 05	-26 58 00	 1764	 8.975
249.609	 +2.339	Haffner 26       	08 15 39	-30 50 00	 1000	 7.470
253.632	 -0.311	ASCC 45          	08 15 50	-35 39 00	 3000	 7.120
264.441	 -7.329	ASCC 46          	08 16 34	-48 30 36	  900	 7.710
254.056	 -0.095	Majaess 95       	08 17 53	-35 52 48	     	
258.851	 -3.338	Pismis 2         	08 17 54	-41 40 00	 3310	 9.060
255.112	 -0.711	Pismis 1         	08 18 18	-37 06 00	 5907	 7.928
249.795	 +2.961	NGC 2567         	08 18 32	-30 38 24	 1677	 8.469
249.106	 +3.532	NGC 2571         	08 18 56	-29 45 00	 1342	 7.488
254.012	 +0.250	Ivanov 8         	08 19 10	-35 39 00	 3888	 9.200
261.935	 -5.112	Moitinho 1       	08 19 17	-45 12 30	 1146	 8.635
253.070	 +0.939	Ruprecht 59      	08 19 21	-34 29 00	  874	 7.727
254.674	 +0.213	NGC 2579         	08 20 52	-36 13 00	 1033	 7.610
249.871	 +3.675	NGC 2580         	08 21 28	-30 18 00	 4000	 8.200
259.599	 -2.980	Majaess 99       	08 21 45	-42 04 55	     	
254.978	 +0.329	AH03 J0822 36.4  	08 22 12	-36 24 00	  750	 6.950
259.332	 -2.553	Majaess 101      	08 22 49	-41 37 10	     	
252.280	 +2.449	NGC 2588         	08 23 10	-32 58 30	 4950	 8.650
259.501	 -2.572	Majaess 104      	08 23 15	-41 46 06	     	
255.056	 +0.557	Collinder 185    	08 23 21	-36 20 00	 1486	 8.110
249.459	 +4.472	NGC 2587         	08 23 25	-29 30 30	 2700	 8.700
249.277	 +4.810	Collinder 187    	08 24 13	-29 10 00	 2187	 8.915
259.242	 -2.121	ESO 312 03       	08 24 26	-41 17 52	 2170	 8.900
264.103	 -5.510	Ruprecht 60      	08 24 26	-47 12 51	 6160	 8.600
259.252	 -2.105	FSR 1394         	08 24 32	-41 17 49	     	
253.496	 +2.135	Ruprecht 61      	08 25 17	-34 09 00	 3900	 9.110
257.995	 -1.001	Saurer 2         	08 25 28	-39 38 02	 6600	 9.300
259.460	 -1.719	ESO 312 04       	08 26 51	-41 14 39	 2410	 8.750
254.172	 +2.128	ESO 370 13       	08 27 09	-34 42 18	 2760	 9.050
260.011	 -1.852	SAI 90           	08 27 59	-41 46 10	 2740	 9.050
258.686	 -0.811	FSR 1390         	08 28 22	-40 05 07	 2397	 8.300
276.146	-12.754	NGC 2609         	08 29 32	-61 06 36	 1320	 8.900
241.639	+11.584	Ruprecht 157     	08 29 49	-19 06 00	 2059	 7.750
262.575	 -2.969	BH 34            	08 31 15	-44 30 00	  950	 8.480
257.865	 +0.502	Pismis 3         	08 31 22	-38 39 00	 1394	 9.027
260.435	 -1.307	ESO 313 03       	08 31 41	-41 47 30	 3048	 8.850
258.295	 +0.275	Alessi Teutsch 7 	08 31 44	-39 07 54	  900	 7.880
255.947	 +2.031	ESO 370 17       	08 31 52	-36 11 59	 2695	 9.000
260.685	 -1.298	Teutsch 64       	08 32 31	-41 59 17	 2980	 8.900
242.501	+11.782	Ruprecht 62      	08 32 32	-19 41 00	 2160	 8.735
265.801	 -5.016	Ruprecht 63      	08 32 40	-48 18 20	 3760	 8.700
257.394	 +1.615	ASCC 48          	08 34 30	-37 36 36	  400	 9.090
262.863	 -2.439	Pismis 4         	08 34 36	-44 25 00	  593	 7.533
262.353	 -1.785	BH 37            	08 35 49	-43 37 00	11220	 8.840
267.649	 -5.485	SAI 91           	08 37 03	-50 03 52	 3090	 8.800
262.927	 -1.916	FSR 1412         	08 37 09	-44 09 11	 2644	 7.050
251.583	 +6.651	NGC 2627         	08 37 15	-29 57 18	 2000	 9.150
259.756	 +0.530	Ruprecht 64      	08 37 20	-40 09 00	  800	 8.450
259.340	 +0.918	Pismis 5         	08 37 38	-39 35 00	  869	 7.197
264.484	 -2.964	FSR 1429         	08 37 44	-46 01 35	 3371	 8.200
255.600	 +3.957	NGC 2635         	08 38 26	-34 46 12	 4000	 8.780
264.787	 -2.908	NGC 2645         	08 39 03	-46 14 00	 1668	 7.283
263.075	 -1.551	Ruprecht 65      	08 39 16	-44 03 00	  500	 8.570
265.721	 -3.538	FSR 1443         	08 39 26	-47 21 25	 1864	 8.770
265.540	 -3.365	FSR 1441         	08 39 36	-47 06 30	 1659	 8.730
263.737	 -1.812	FSR 1415         	08 40 22	-44 44 01	 3530	 9.250
205.920	+32.484	NGC 2632         	08 40 24	+19 40 00	  187	 8.863
270.362	 -6.839	IC 2391          	08 40 32	-53 02 00	  175	 7.661
258.493	 +2.286	Ruprecht 66      	08 40 34	-38 04 48	 3760	 8.780
259.052	 +1.994	Pismis 7         	08 41 08	-38 42 00	 4900	 8.700
265.082	 -2.579	Pismis 8         	08 41 36	-46 16 00	 1312	 7.427
262.797	 -0.792	Ruprecht 67      	08 41 39	-43 22 00	 1504	 8.256
292.482	-21.653	Mamajek 1        	08 42 06	-79 01 38	   97	 6.900
266.636	 -3.592	IC 2395          	08 42 30	-48 06 48	  800	 6.800
264.179	 -1.650	NGC 2659         	08 42 37	-44 59 00	 1713	 6.890
265.929	 -3.013	NGC 2660         	08 42 38	-47 12 00	 2826	 9.033
250.652	 +8.887	ESO 432 03       	08 42 53	-27 52 24	 1831	 9.200
254.555	 +6.070	NGC 2658         	08 43 27	-32 39 30	 2021	 9.152
258.586	 +3.001	ESO 313 11       	08 43 43	-37 42 48	 3708	 9.450
260.586	 +1.469	ESO 313 12       	08 43 53	-40 13 54	 1401	 8.500
257.265	 +4.258	Ruprecht 68      	08 44 35	-35 54 00	 1990	 9.150
266.450	 -2.998	Ruprecht 69      	08 44 36	-47 36 00	 2010	 9.000
265.433	 -2.180	SAI 94           	08 44 40	-46 17 46	 3910	 9.100
265.189	 -1.958	Bochum 7         	08 44 48	-45 58 00	 5754	 7.000
261.486	 +0.991	Collinder 197    	08 44 51	-41 14 00	  838	 7.128
253.944	 +6.958	Collinder 196    	08 45 00	-31 38 00	  661	 7.900
254.089	 +6.926	Collinder 198    	08 45 18	-31 46 00	     	
267.485	 -3.625	NGC 2670         	08 45 30	-48 48 00	 1188	 7.690
262.148	 +0.787	NGC 2671         	08 46 12	-41 52 42	 1660	 7.900
266.700	 -2.841	ESO 260 06       	08 46 15	-47 41 54	 1711	 8.800
270.835	 -6.092	NGC 2669         	08 46 22	-52 56 54	 1046	 7.927
270.810	 -6.047	BH 52            	08 46 30	-52 54 00	  667	
270.225	 -5.453	ESO 211 01       	08 47 11	-52 04 30	 3413	 8.760
262.791	 +0.674	Trumpler 10      	08 47 54	-42 27 00	  424	 7.542
259.379	 +3.443	Teutsch 38       	08 47 58	-38 03 30	  900	 8.140
266.364	 -2.192	ESO 260 07       	08 48 00	-47 01 48	 4374	 9.400
266.329	 -1.922	Ruprecht 70      	08 49 06	-46 50 00	     	
266.373	 -1.895	Ruprecht 71      	08 49 23	-46 51 00	 1300	 8.780
264.482	 -0.284	BH 54            	08 49 41	-44 22 00	 1102	 6.850
175.916	+39.277	NGC 2666         	08 49 47	+44 42 12	  860	 9.510
216.035	+31.421	NGC 2678         	08 50 02	+11 20 18	  900	 9.360
215.399	+31.694	Chupina 1        	08 50 07	+11 56 42	 1783	 7.100
262.504	 +1.478	Alessi 43        	08 50 17	-41 43 12	  850	 7.480
215.070	+31.925	Chupina 2        	08 50 30	+12 17 42	     	
215.696	+31.896	NGC 2682         	08 51 18	+11 48 00	  808	 9.450
216.147	+31.759	Chupina 3        	08 51 27	+11 23 42	     	
269.232	 -3.767	ESO 211 03       	08 51 34	-50 14 43	 3770	 9.050
264.645	 +0.077	FSR 1430         	08 51 49	-44 15 47	 2840	 8.850
215.159	+32.293	Chupina 4        	08 52 00	+12 22 42	     	
258.010	 +5.855	ESO 371 25       	08 53 00	-35 28 36	 2198	 9.550
215.837	+32.304	Chupina 5        	08 53 01	+11 51 42	     	
261.527	 +3.749	BH 55            	08 56 11	-39 31 00	 4108	 9.050
264.488	 +1.463	BH 56            	08 57 08	-43 15 00	  680	 7.240
267.926	 -1.466	Muzzio 1         	08 57 12	-47 46 00	 1300	 6.700
269.209	 -1.843	Collinder 205    	09 00 32	-48 59 00	 1853	 7.200
270.733	 -3.040	Ruprecht 73      	09 01 10	-50 55 00	 1621	 8.880
265.429	 +1.960	Pismis 10        	09 02 36	-43 38 00	 4767	 6.000
267.488	 +0.650	ESO 260 17       	09 04 49	-46 02 30	 1366	 7.850
274.923	 -5.921	ESO 165 09       	09 05 15	-55 57 18	  450	 8.960
277.682	 -7.621	Platais 8        	09 09 30	-59 07 42	  132	 7.780
275.621	 -5.619	BH 58            	09 10 12	-56 16 00	 4131	 8.775
273.897	 -3.972	ESO 166 04       	09 10 30	-53 53 12	  885	 8.450
268.987	 +0.806	ESO 261 03       	09 11 23	-47 02 24	 1063	 8.615
